Topic,Document ID,Similarity Score,Paragraph
220,PE28287,0.65625674,"3° Ano 1° semestre	Ciberliteratura (40 h) Formação docente: Língua Portuguesa	Investigação Científica	(EMIFLGG01PE) Investigar as características do gênero literário no ciberespaço, a organização, o funcionamento e os efeitos de sentido de enunciados e discursos materializados, principalmente, nos hipertextos literários considerando as diferenças e as especificidades dos hipertextos e cibertextos.	Estudo e investigação dos aspectos organizacionais e de criação que caracterizam o texto literário no ciberespaço-autoria, colaboratividade, interatividade, intersemiose-configurando um novo paradigma textual. Análise comparativa entre a literatura impressa e a ciberliteratura. Identificação dos novos papéis assumidos por autores e leitores no universo da cibercultura. Análise da construção hipertextual e multimodal. Produção de ciberliteratura (fanfic, hiperconto, ciberpoema, dentre outros) como formas textuais contemporâneas, capazes de mediar e propor intervenções socioculturais e ambientais.
"
220,PE28388,0.62452567,"Ciberliteratura (40 h) Formação docente: Língua Portuguesa	Investigação Científica	(EMIFLGG01PE) Investigar as características do gênero literário no ciberespaço, a organização, o funcionamento e os efeitos de sentido de enunciados e discursos materializados, principalmente, nos hipertextos literários considerando as diferenças e as especificidades dos hiper e cibertextos.	Estudo e investigação dos aspectos organizacionais e de criação que caracterizam o texto literário no ciberespaço (autoria, colaboratividade, interatividade, intersemiose), configurando um novo paradigma textual. Análise comparativa entre a literatura impressa e a ciberliteratura. Identificação dos novos papéis assumidos por autores e leitores no universo da cibercultura. Análise da construção hipertextual e multimodal. Produção de ciberliteratura (fanfic, hiperconto, ciberpoema, dentre outros) como formas textuais contemporâneas capazes de mediar e propor intervenções socioculturais e ambientais.
"
220,PE28288,0.61453444,"		Mediação e intervenção sociocultural	(EMIFLGG09PE) Propor e utilizar recursos multissemióticos que subsidiem a criação literária no ciberespaço para mediar e intervir socioculturalmente, promovendo o respeito às diferenças e o cuidado com o meio ambiente.	
"
220,PE28445,0.61401504,"	Mediação e Intervenção Sociocultural	(EMIFLGG09PE) Propor e experienciar estratégias de mediação e intervenção sociocultural e ambiental, selecionando adequadamente elementos das linguagens multimodal, multissemiótica e multimidiática para estabelecer efetiva comunicação no espaço virtual.	
"
220,PE28389,0.6040576,"	Mediação e intervenção sociocultural	(EMIFLGG09PE) Propor e utilizar recursos multissemióticos que subsidiem a criação literária no ciberespaço para mediar e intervir socioculturalmente, promovendo o respeito às diferenças e o cuidado com o meio ambiente.	
"
220,PE29094,0.5953313,"		Mediação e Intervenção Sociocultural	(EMIFLGG09PE) Propor e experienciar estratégias de mediação e intervenção sociocultural e ambiental, selecionando adequadamente elementos das linguagens multimodal , multissemiótica e multimidiática para estabelecer efetiva comunicação no espaço virtual.	
"
220,PE28856,0.591622,"	Mediação e intervenção sociocultural	(EMIFLGG09PE) Propor e experienciar estratégias de mediação e intervenção sociocultural e ambiental, selecionando adequadamente elementos das linguagens multimodal , multissemiótica e multimidiática para estabelecer efetiva comunicação no espaço virtual.	
"
220,PE28420,0.5759279,"		Mediação e Intervenção Sociocultural	(EMIFLGG09PE) Propor e utilizar recursos multissemióticos presentes nos textos multimodais em língua estrangeira para mediar e intervir socioculturalmente, promovendo o respeito às diferenças e o cuidado com o meio ambiente.	
"
220,PE28385,0.5462763,"	Mediação e Intervenção Sociocultural	(EMIFLGG09PE) Propor e experienciar estratégias de mediação e intervenção sociocultural e ambiental, selecionando adequadamente elementos das linguagens multimodais, multissemióticas e multimidiáticas para estabelecer efetiva comunicação no espaço virtual.	
"
220,PE28847,0.53663653,"3° ano 2° semestre	Gêneros Midiáticos e Meio Ambiente (40h) Formação docente: Língua Portuguesa	Mediação e Intervenção Sociocultural	(EMIFLGG08PE) Selecionar e mobilizar conhecimentos e recursos das múltiplas linguagens para produção de textos multimodais e multissemióticos no ciberespaço, resgatando conhecimentos construídos acerca do meio ambiente, tendo em vista a educação para a cidadania planetária, fomentando a cultura da sustentabilidade, a conservação do meio ambiente e a melhoria da qualidade de vida.	Leitura/análise e produção de textos multimodais e multissemióticos no ciberespaço. Seleção e mobilização de conhecimentos e recursos das múltiplas linguagens. Conhecimentos construídos acerca do meio ambiente com uma educação para a cidadania. Cultura da sustentabilidade e da conservação do meio ambiente. Identificação e seleção de critérios e parâmetros de interação e de autoexpressão na internet de forma segura, responsável, crítica, ética e consciente.
"
220,PE28422,0.53372276,"3° Ano 1° semestre	Ciberliteratura (40 h) Formação docente: Língua Portuguesa	Investigação Científica	(EMIFLGG01PE) Investigar as características do gênero literário no ciberespaço, a organização, o funcionamento e os efeitos de sentido de enunciados e discursos materializados, principalmente, nos hipertextos literários, considerando as diferenças e as especificidades dos hipertextos e cibertextos.	Estudo e investigação dos aspectos organizacionais e de criação que caracterizam o texto literário no ciberespaço - autoria, colaboratividade, interatividade, intersemiose.- configurando um novo paradigma textual. Análise comparativa entre a literatura impressa e a ciberliteratura.
"
220,PE28629,0.5334708,"Gêneros Midiáticos e Meio Ambiente (40 h) Formação docente: Língua Portuguesa	Mediação e Intervenção Sociocultural	(EMIFLGG08PE) Selecionar e mobilizar conhecimentos e recursos das múltiplas linguagens para produção de textos multimodais e multissemióticos no ciberespaço, resgatando conhecimentos construídos acerca do meio ambiente, tendo em vista a educação para a cidadania planetária, fomentando a cultura da sustentabilidade, a conservação do meio ambiente e a melhoria da qualidade de vida.	Leitura/análise e produção de textos multimodais e multissemióticos no ciberespaço. Seleção e mobilização de conhecimentos e recursos das múltiplas linguagens. Conhecimentos construídos acerca do meio ambiente com uma educação para a cidadania. Cultura da sustentabilidade e da conservação do meio ambiente. Identificação e seleção de critérios e parâmetros de interação e de autoexpressão na internet de forma segura, responsável, crítica, ética e consciente.
"
220,PE28352,0.48867366,"		Mediação e intervenção sociocultural	(EMIFLGG09PE) Propor e testar estratégias de mediação e intervenção sociocultural e ambiental através da poesia de resistência e de reexistência, selecionando formas de interação escrita e oral, valorizando a diversidade cultural e linguística e o respeito às diferenças.	
"
229,PB25694,0.86966515,"Possibilidades Metodológicas	da Unidade Curricular	O itinerário busca um diálogo transdisciplinar entre os componentes da área de forma direta e de outras áreas de forma indireta, buscando a elucidação dos conceitos pela intertextualidade contextualizada e pela reinterpretação desses conceitos para ressignificá-los na desconstrução dos preconceitos e crenças arraigadas nas sociedades a partir de uma perspectiva laica e democrática. Por sua peculiaridade na perspectiva das vivências e relações humanas, o itinerário se propõe a travar uma interação transdisciplinar com as Disciplinas Eletivas e fundamentalmente com Projeto de Vida. Sugestões metodológicas - atividades que ponham o aluno em contexto com o uso real da língua: -	Clube de leitura na escola e/ou ambientes sociais (bibliotecas públicas, parques etc.); -	Clube de escrita - uso de ferramentas colaborativas: Google Docs., E-books, Padlet, Wikipédia, blogs etc.; -	Grupos de debate (gereciamento de vozes sociais em temas diversos: discurso de ódio nas redes sociais, racismo, preconceito linguístico etc.); -	Fórum de discussão síncrono e/ou assíncrono (espaço de interação: dúvidas, discussão sobre temas/conteúdos, atividade etc.); -	Produção e publicação digital dos alunos (livros, revistas, jornais, programas de rádio etc.); -	Promoção de debates diversos (sarau literário, mesa-redonda, webnário, lives etc.); -	Criação de Oficinas e Clubes de experimentação e criação de gêneros textuais, instrumentalizados por TV/Projetor/Câmera fotográfica/Filmadora; -	Oficina Extase Now - experiências com as diversas linguagens; -	Gamification - recurso digital com jogos; -	Role play (debates, encenações, leitura, escrita e experiências gastronômica, cultural e profissional); -	Fishbowl (técnica para compreensão e produção, autonomia, respeito à opinião do outro e pensamento crítico); -	Team-based learning (trabalho em equipe, interação e a interatividade entre alunos e professores); -	Problem-based learning (situações-problema, desafios e soluções); -	Project based learning (projetos); -	Jamboard - Quadro inteligente e uso do aplicativo para compartilhar ideias, exibir apresentações de forma dinâmica e prática, possibilitando troca de saberes pelos estudantes; -	Kahoot - plataforma de aprendizado baseada em jogos, usada como tecnologia educacional em escolas e outras instituições de ensino etc.
"
229,PB25930,0.8353878,"	conceitos para ressignificá-los na desconstrução dos preconceitos e crenças arraigadas nas sociedades a partir de uma perspectiva laica e democrática. Por sua peculiaridade na perspectiva das vivências e relações humanas, o itinerário se propõe a travar uma interação transdisciplinar com as Disciplinas Eletivas e fundamentalmente com Projeto de Vida. Sugestões metodológicas - atividades que ponham o aluno em contexto com o uso real da língua: -	Clube de leitura na escola e/ou ambientes sociais (bibliotecas públicas, parques etc.); -	Clube de escrita - uso de ferramentas colaborativas: Google Docs., E-books, Padlet, Wikipédia, blogs etc.; -	Grupos de debate (gereciamento de vozes sociais em temas diversos: discurso de ódio nas redes sociais, racismo, preconceito linguístico etc.); -	Fórum de discussão síncrono e/ou assíncrono (espaço de interação: dúvidas, discussão sobre temas/conteúdos, atividade etc.); -	Produção e publicação digital dos alunos (livros, revistas, jornais, programas de rádio etc.); -	Promoção de debates diversos (sarau literário, mesa-redonda, webnário, lives etc.); -	Criação de Oficinas e Clubes de experimentação e criação de gêneros textuais, instrumentalizados por TV/Projetor/Câmera fotográfica/Filmadora; -	Oficina Extase Now - experiências com as diversas linguagens; -	Gamification - recurso digital com jogos; -	Role play (debates, encenações, leitura, escrita e experiências gastronômica, cultural e profissional); -	Fishbowl (técnica para compreensão e produção, autonomia, respeito à opinião do outro e pensamento crítico); -	Team-based learning (trabalho em equipe, interação e a interatividade entre alunos e professores); -	Problem-based learning (situações-problema, desafios e soluções); -	Project based learning (projetos); -	Jamboard - Quadro inteligente e uso do aplicativo para compartilhar ideias, exibir apresentações de forma dinâmica e prática, possibilitando troca de saberes pelos estudantes; -	Kahoot - plataforma de aprendizado baseada em jogos, usada como tecnologia educacional em escolas e outras instituições de ensino etc.
"
229,PB25795,0.8325496,"metodológica da unidade curricular	conceitos para ressignificá-los na desconstrução dos preconceitos e crenças arraigadas nas sociedades a partir de uma perspectiva laica e democrática. Por sua peculiaridade na perspectiva das vivências e relações humanas, o itinerário se propõe a travar uma interação transdisciplinar com as Disciplinas Eletivas e fundamentalmente com Projeto de Vida. Sugestões metodológicas - atividades que ponham o aluno em contexto com o uso real da língua: -	Clube de leitura na escola e/ou ambientes sociais (bibliotecas públicas, parques etc.); -	Clube de escrita - uso de ferramentas colaborativas: Google Docs., E-books, Padlet, Wikipédia, blogs etc.; -	Grupos de debate (gereciamento de vozes sociais em temas diversos: discurso de ódio nas redes sociais, racismo, preconceito linguístico etc.); -	Fórum de discussão síncrono e/ou assíncrono (espaço de interação: dúvidas, discussão sobre temas/conteúdos, atividade etc.); -	Produção e publicação digital dos alunos (livros, revistas, jornais, programas de rádio etc.); -	Promoção de debates diversos (sarau literário, mesa-redonda, webnário, lives etc.); -	Criação de Oficinas e Clubes de experimentação e criação de gêneros textuais, instrumentalizados por TV/Projetor/Câmera fotográfica/Filmadora; -	Oficina Extase Now - experiências com as diversas linguagens; -	Gamification - recurso digital com jogos; -	Role play (debates, encenações, leitura, escrita e experiências gastronômica, cultural e profissional); -	Fishbowl (técnica para compreensão e produção, autonomia, respeito à opinião do outro e pensamento crítico); -	Team-based learning (trabalho em equipe, interação e a interatividade entre alunos e professores); -	Problem-based learning (situações-problema, desafios e soluções); -	Project based learning (projetos); -	Jamboard - Quadro inteligente e uso do aplicativo para compartilhar ideias, exibir apresentações de forma dinâmica e prática, possibilitando troca de saberes pelos estudantes; -	Kahoot - plataforma de aprendizado baseada em jogos, usada como tecnologia educacional em escolas e outras instituições de ensino etc.
"
229,PB25812,0.7983284,"Metodológicas da Unidade Curricular	forma direta e de outras áreas de forma indireta, buscando a elucidação dos conceitos pela intertextualidade contextualizada e pela reinterpretação desses conceitos para ressignificá-los na desconstrução dos preconceitos e crenças arraigadas nas sociedades a partir de uma perspectiva laica e democrática. Por sua peculiaridade na perspectiva das vivências e relações humanas, o itinerário se propõe a travar uma interação transdisciplinar com as Disciplinas Eletivas e fundamentalmente com Projeto de Vida. Sugestões metodológicas - atividades que ponham o aluno em contexto com o uso real da língua: -	Clube de leitura na escola e/ou ambientes sociais (bibliotecas públicas, parques etc.); -	Clube de escrita - uso de ferramentas colaborativas: Google Docs., E-books, Padlet, Wikipédia, blogs etc.; -	Grupos de debate (gereciamento de vozes sociais em temas diversos: discurso de ódio nas redes sociais, racismo, preconceito linguístico etc.); -	Fórum de discussão síncrono e/ou assíncrono (espaço de interação: dúvidas, discussão sobre temas/conteúdos, atividade etc.); -	Produção e publicação digital dos alunos (livros, revistas, jornais, programas de rádio etc.); -	Promoção de debates diversos (sarau literário, mesa-redonda, webnário, lives etc.); -	Criação de Oficinas e Clubes de experimentação e criação de gêneros textuais, instrumentalizados por TV/Projetor/Câmera fotográfica/Filmadora; -	Oficina Extase Now - experiências com as diversas linguagens; -	Gamification - recurso digital com jogos; -	Role play (debates, encenações, leitura, escrita e experiências gastronômica, cultural e profissional); -	Fishbowl (técnica para compreensão e produção, autonomia, respeito à opinião do outro e pensamento crítico); -	Team-based learning (trabalho em equipe, interação e a interatividade entre alunos e professores); -	Problem-based learning (situações-problema, desafios e soluções); -	Project based learning (projetos);
"
229,PB25722,0.79724747,"	conceitos para ressignificá-los na desconstrução dos preconceitos e crenças arraigadas nas sociedades a partir de uma perspectiva laica e democrática. Por sua peculiaridade na perspectiva das vivências e relações humanas, o itinerário se propõe a travar uma interação transdisciplinar com as Disciplinas Eletivas e fundamentalmente com Projeto de Vida. Sugestões metodológicas - atividades que ponham o aluno em contexto com o uso real da língua: -	Clube de leitura na escola e/ou ambientes sociais (bibliotecas públicas, parques etc.); -	Clube de escrita - uso de ferramentas colaborativas: Google Docs., E-books, Padlet, Wikipédia, blogs etc.; -	Grupos de debate (gereciamento de vozes sociais em temas diversos: discurso de ódio nas redes sociais, racismo, preconceito linguístico etc.); -	Fórum de discussão síncrono e/ou assíncrono (espaço de interação: dúvidas, discussão sobre temas/conteúdos, atividade etc.); -	Produção e publicação digital dos alunos (livros, revistas, jornais, programas de rádio etc.); -	Promoção de debates diversos (sarau literário, mesa-redonda, webnário, lives etc.); -	Criação de Oficinas e Clubes de experimentação e criação de gêneros textuais, instrumentalizados por TV/Projetor/Câmera fotográfica/Filmadora; -	Oficina Extase Now - experiências com as diversas linguagens; -	Gamification - recurso digital com jogos; -	Role play (debates, encenações, leitura, escrita e experiências gastronômica, cultural e profissional); -	Fishbowl (técnica para compreensão e produção, autonomia, respeito à opinião do outro e pensamento crítico); -	Team-based learning (trabalho em equipe, interação e a interatividade entre alunos e professores); -	Problem-based learning (situações-problema, desafios e soluções); -	Project based learning (projetos); -	Jamboard - Quadro inteligente e uso do aplicativo para compartilhar ideias, exibir apresentações de forma dinâmica e prática, possibilitando troca de saberes pelos estudantes; -	Kahoot - plataforma de aprendizado baseada em jogos, usada como tecnologia educacional em escolas e outras instituições de ensino etc. -	Oficina de Biodança e danças africanas, dentre outras.
"
229,PB26557,0.7887851,"	se propõe a travar uma interação transdisciplinar com as Disciplinas Eletivas e fundamentalmente com Projeto de Vida. Sugestões metodológicas - atividades que ponham o aluno em contexto com o uso real da língua: -	Clube de leitura na escola e/ou ambientes sociais (bibliotecas públicas, parques etc.); -	Clube de escrita - uso de ferramentas colaborativas: Google Docs., E-books, Padlet, Wikipédia, blogs etc.; -	Grupos de debate (gereciamento de vozes sociais em temas diversos: discurso de ódio nas redes sociais, racismo, preconceito linguístico etc.); -	Fórum de discussão síncrono e/ou assíncrono (espaço de interação: dúvidas, discussão sobre temas/conteúdos, atividade etc.); -	Produção e publicação digital dos alunos (livros, revistas, jornais, programas de rádio etc.); -	Promoção de debates diversos (sarau literário, mesa-redonda, webnário, lives etc.); -	Criação de Oficinas e Clubes de experimentação e criação de gêneros textuais, instrumentalizados por TV/Projetor/Câmera fotográfica/Filmadora; -	Oficina Extase Now - experiências com as diversas linguagens; -	Gamification - recurso digital com jogos; -	Role play (debates, encenações, leitura, escrita e experiências gastronômica, cultural e profissional); -	Fishbowl (técnica para compreensão e produção, autonomia, respeito à opinião do outro e pensamento crítico); -	Team-based learning (trabalho em equipe, interação e a interatividade entre alunos e professores); -	Problem-based learning (situações-problema, desafios e soluções); -	Project based learning (projetos); -	Jamboard - Quadro inteligente e uso do aplicativo para compartilhar ideias, exibir apresentações de forma dinâmica e prática, possibilitando troca de saberes pelos estudantes; -	Kahoot - plataforma de aprendizado baseada em jogos, usada como tecnologia educacional em escolas e outras instituições de ensino etc.
"
229,PB26598,0.78419936,"Metodológicas da Unidade Curricular	forma direta e de outras áreas de forma indireta, buscando a elucidação dos conceitos pela intertextualidade contextualizada e pela reinterpretação desses conceitos para ressignificá-los na desconstrução dos preconceitos e crenças arraigadas nas sociedades a partir de uma perspectiva laica e democrática. Por sua peculiaridade na perspectiva das vivências e relações humanas, o itinerário se propõe a travar uma interação transdisciplinar com as Disciplinas Eletivas e fundamentalmente com Projeto de Vida. Sugestões metodológicas - atividades que ponham o aluno em contexto com o uso real da língua: -	Clube de leitura na escola e/ou ambientes sociais (bibliotecas públicas, parques etc.); -	Clube de escrita - uso de ferramentas colaborativas: Google Docs., E-books, Padlet, Wikipédia, blogs etc.; -	Grupos de debate (gereciamento de vozes sociais em temas diversos: discurso de ódio nas redes sociais, racismo, preconceito linguístico etc.); -	Fórum de discussão síncrono e/ou assíncrono (espaço de interação: dúvidas, discussão sobre temas/conteúdos, atividade etc.); -	Produção e publicação digital dos alunos (livros, revistas, jornais, programas de rádio etc.); -	Promoção de debates diversos (sarau literário, mesa-redonda, webnário, lives etc.); -	Criação de Oficinas e Clubes de experimentação e criação de gêneros textuais, instrumentalizados por TV/Projetor/Câmera fotográfica/Filmadora; -	Oficina Extase Now - experiências com as diversas linguagens; -	Gamification - recurso digital com jogos;
"
229,PB26513,0.77888894,"	Sugestões metodológicas - atividades que ponham o aluno em contexto com o uso real da língua: -	Clube de leitura na escola e/ou ambientes sociais (bibliotecas públicas, parques etc.); -	Clube de escrita - uso de ferramentas colaborativas: Google Docs., E-books, Padlet, Wikipédia, blogs etc.; -	Grupos de debate (gereciamento de vozes sociais em temas diversos: discurso de ódio nas redes sociais, racismo, preconceito linguístico etc.); -	Fórum de discussão síncrono e/ou assíncrono (espaço de interação: dúvidas, discussão sobre temas/conteúdos, atividade etc.); -	Produção e publicação digital dos alunos (livros, revistas, jornais, programas de rádio etc.); -	Promoção de debates diversos (sarau literário, mesa-redonda, webnário, lives etc.); -	Criação de Oficinas e Clubes de experimentação e criação de gêneros textuais, instrumentalizados por TV/Projetor/Câmera fotográfica/Filmadora; -	Oficina Extase Now - experiências com as diversas linguagens; -	Gamification - recurso digital com jogos; -	Role play (debates, encenações, leitura, escrita e experiências gastronômica, cultural e profissional); -	Fishbowl (técnica para compreensão e produção, autonomia, respeito à opinião do outro e pensamento crítico); -	Team-based learning (trabalho em equipe, interação e a interatividade entre alunos e professores); -	Problem-based learning (situações-problema, desafios e soluções); -	Project based learning (projetos); -	Jamboard - Quadro inteligente e uso do aplicativo para compartilhar ideias, exibir apresentações de forma dinâmica e prática, possibilitando troca de saberes pelos estudantes; -	Kahoot - plataforma de aprendizado baseada em jogos, usada como tecnologia educacional em escolas e outras instituições de ensino etc.
"
229,PB26571,0.77839494,"Possibilidades Metodológicas da Unidade Curricular	O itinerário busca um diálogo transdisciplinar entre os componentes da área de forma direta e de outras áreas de forma indireta, buscando a elucidação dos conceitos pela intertextualidade contextualizada e pela reinterpretação desses conceitos para ressignificá-los na desconstrução dos preconceitos e crenças arraigadas nas sociedades a partir de uma perspectiva laica e democrática. Por sua peculiaridade na perspectiva das vivências e relações humanas, o itinerário se propõe a travar uma interação transdisciplinar com as Disciplinas Eletivas e fundamentalmente com Projeto de Vida. Sugestões metodológicas - atividades que ponham o aluno em contexto com o uso real da língua: -	Clube de leitura na escola e/ou ambientes sociais (bibliotecas públicas, parques etc.); -	Clube de escrita - uso de ferramentas colaborativas: Google Docs., E-books, Padlet, Wikipédia, blogs etc.; -	Grupos de debate (gereciamento de vozes sociais em temas diversos: discurso de ódio nas redes sociais, racismo, preconceito linguístico etc.); -	Fórum de discussão síncrono e/ou assíncrono (espaço de interação: dúvidas, discussão sobre temas/conteúdos, atividade etc.); -	Produção e publicação digital dos alunos (livros, revistas, jornais, programas de rádio etc.); -	Promoção de debates diversos (sarau literário, mesa-redonda, webnário, lives etc.); -	Criação de Oficinas e Clubes de experimentação e criação de gêneros textuais, instrumentalizados por TV/Projetor/Câmera fotográfica/Filmadora; -	Oficina Extase Now - experiências com as diversas linguagens; -	Gamification - recurso digital com jogos;
"
229,PB25769,0.7541203,"Possibilidades Metodológicas da Unidade Curricular	O itinerário busca um diálogo transdisciplinar entre os componentes da área de forma direta e de outras áreas de forma indireta, buscando a elucidação dos conceitos pela intertextualidade contextualizada e pela reinterpretação desses conceitos para ressignificá-los na desconstrução dos preconceitos e crenças arraigadas nas sociedades a partir de uma perspectiva laica e democrática. Por sua peculiaridade na perspectiva das vivências e relações humanas, o itinerário se propõe a travar uma interação transdisciplinar com as Disciplinas Eletivas e fundamentalmente com Projeto de Vida. Sugestões metodológicas - atividades que ponham o aluno em contexto com o uso real da língua: -	Clube de leitura na escola e/ou ambientes sociais (bibliotecas públicas, parques etc.); -	Clube de escrita - uso de ferramentas colaborativas: Google Docs., E-books, Padlet, Wikipédia, blogs etc.; -	Grupos de debate (gereciamento de vozes sociais em temas diversos: discurso de ódio nas redes sociais, racismo, preconceito linguístico etc.); -	Fórum de discussão síncrono e/ou assíncrono (espaço de interação: dúvidas, discussão sobre temas/conteúdos, atividade etc.); -	Produção e publicação digital dos alunos (livros, revistas, jornais, programas de rádio etc.); -	Promoção de debates diversos (sarau literário, mesa-redonda, webnário, lives etc.);
"
229,PB25783,0.75329643,"	-	Clube de leitura na escola e/ou ambientes sociais (bibliotecas públicas, parques etc.); -	Clube de escrita - uso de ferramentas colaborativas: Google Docs., E-books, Padlet, Wikipédia, blogs etc.; -	Grupos de debate (gereciamento de vozes sociais em temas diversos: discurso de ódio nas redes sociais, racismo, preconceito linguístico etc.); -	Fórum de discussão síncrono e/ou assíncrono (espaço de interação: dúvidas, discussão sobre temas/conteúdos, atividade etc.); -	Produção e publicação digital dos alunos (livros, revistas, jornais, programas de rádio etc.); -	Promoção de debates diversos (sarau literário, mesa-redonda, webnário, lives etc.); -	Criação de Oficinas e Clubes de experimentação e criação de gêneros textuais, instrumentalizados por TV/Projetor/Câmera fotográfica/Filmadora; -	Oficina Extase Now - experiências com as diversas linguagens; -	Gamification - recurso digital com jogos; -	Role play (debates, encenações, leitura, escrita e experiências gastronômica, cultural e profissional); -	Fishbowl (técnica para compreensão e produção, autonomia, respeito à opinião do outro e pensamento crítico); -	Team-based learning (trabalho em equipe, interação e a interatividade entre alunos e professores); -	Problem-based learning (situações-problema, desafios e soluções); -	Project based learning (projetos); -	Jamboard - Quadro inteligente e uso do aplicativo para compartilhar ideias, exibir apresentações de forma dinâmica e prática, possibilitando troca de saberes pelos estudantes; -	Kahoot - plataforma de aprendizado baseada em jogos, usada como tecnologia educacional em escolas e outras instituições de ensino etc.
"
229,PB25758,0.7320202,"Metodológicas da Unidade Curricular	forma direta e de outras áreas de forma indireta, buscando a elucidação dos conceitos pela intertextualidade contextualizada e pela reinterpretação desses conceitos para ressignificá-los na desconstrução dos preconceitos e crenças arraigadas nas sociedades a partir de uma perspectiva laica e democrática. Por sua peculiaridade na perspectiva das vivências e relações humanas, o itinerário se propõe a travar uma interação transdisciplinar com as Disciplinas Eletivas e fundamentalmente com Projeto de Vida. Sugestões metodológicas - atividades que ponham o aluno em contexto com o uso real da língua: -	Clube de leitura na escola e/ou ambientes sociais (bibliotecas públicas, parques etc.); -	Clube de escrita - uso de ferramentas colaborativas: Google Docs., E-books, Padlet, Wikipédia, blogs etc.; -	Grupos de debate (gereciamento de vozes sociais em temas diversos: discurso de ódio nas redes sociais, racismo, preconceito linguístico etc.); -	Fórum de discussão síncrono e/ou assíncrono (espaço de interação: dúvidas, discussão sobre temas/conteúdos, atividade etc.); -	Produção e publicação digital dos alunos (livros, revistas, jornais, programas de rádio etc.);
"
229,PB25948,0.7165949,"	-	Clube de leitura na escola e/ou ambientes sociais (bibliotecas públicas, parques etc.); -	Clube de escrita - uso de ferramentas colaborativas: Google Docs., E-books, Padlet, Wikipédia, blogs etc.; -	Grupos de debate (gereciamento de vozes sociais em temas diversos: discurso de ódio nas redes sociais, racismo, preconceito linguístico etc.); -	Fórum de discussão síncrono e/ou assíncrono (espaço de interação: dúvidas, discussão sobre temas/conteúdos, atividade etc.); -	Produção e publicação digital dos alunos (livros, revistas, jornais, programas de rádio etc.); -	Promoção de debates diversos (sarau literário, mesa-redonda, webnário, lives etc.); -	Criação de Oficinas e Clubes de experimentação e criação de gêneros textuais, instrumentalizados por TV/Projetor/Câmera fotográfica/Filmadora; -	Oficina Extase Now - experiências com as diversas linguagens; -	Gamification - recurso digital com jogos; -	Role play (debates, encenações, leitura, escrita e experiências gastronômica, cultural e profissional); -	Fishbowl (técnica para compreensão e produção, autonomia, respeito à opinião do outro e pensamento crítico); -	Team-based learning (trabalho em equipe, interação e a interatividade entre alunos e professores); -	Problem-based learning (situações-problema, desafios e soluções); -	Project based learning (projetos); -	Jamboard - Quadro inteligente e uso do aplicativo para compartilhar ideias, exibir apresentações de forma dinâmica e prática, possibilitando troca de saberes pelos estudantes; -	Kahoot - plataforma de aprendizado baseada em jogos, usada como tecnologia educacional em escolas e outras instituições de ensino etc. -	Oficina de massagem - experiência do toque terapêutico; -	Clube de dança - debate e experimentação daquilo que é produzido na comunidade.
"
229,PB26531,0.7121864,"Possibilidades Metodológicas da Unidade Curricular	O itinerário busca um diálogo transdisciplinar entre os componentes da área de forma direta e de outras áreas de forma indireta, buscando a elucidação dos conceitos pela intertextualidade contextualizada e pela reinterpretação desses conceitos para ressignificá-los na desconstrução dos preconceitos e crenças arraigadas nas sociedades a partir de uma perspectiva laica e democrática. Por sua peculiaridade na perspectiva das vivências e relações humanas, o itinerário se propõe a travar uma interação transdisciplinar com as Disciplinas Eletivas e fundamentalmente com Projeto de Vida. Sugestões metodológicas - atividades que ponham o aluno em contexto com o uso real da língua: -	Clube de leitura na escola e/ou ambientes sociais (bibliotecas públicas, parques etc.); -	Clube de escrita - uso de ferramentas colaborativas: Google Docs., E-books, Padlet, Wikipédia, blogs etc.; -	Grupos de debate (gereciamento de vozes sociais em temas diversos: discurso de ódio nas redes sociais, racismo, preconceito linguístico etc.); -	Fórum de discussão síncrono e/ou assíncrono (espaço de interação: dúvidas, discussão sobre temas/conteúdos, atividade etc.);
"
229,PB25825,0.6941558,"Possibilidades Metodológicas da Unidade Curricular	O itinerário busca um diálogo transdisciplinar entre os componentes da área de forma direta e de outras áreas de forma indireta, buscando a elucidação dos conceitos pela intertextualidade contextualizada e pela reinterpretação desses conceitos para ressignificá-los na desconstrução dos preconceitos e crenças arraigadas nas sociedades a partir de uma perspectiva laica e democrática. Por sua peculiaridade na perspectiva das vivências e relações humanas, o itinerário se propõe a travar uma interação transdisciplinar com as Disciplinas Eletivas e fundamentalmente com Projeto de Vida. Sugestões metodológicas - atividades que ponham o aluno em contexto com o uso real da língua: -	Clube de leitura na escola e/ou ambientes sociais (bibliotecas públicas, parques etc.); -	Clube de escrita - uso de ferramentas colaborativas: Google Docs., E-books, Padlet, Wikipédia, blogs etc.; -	Grupos de debate (gereciamento de vozes sociais em temas diversos: discurso de ódio nas redes sociais, racismo, preconceito linguístico etc.);
"
